battery_id,cycle_number,capacity_ah,rated_capacity_ah,state_of_health,temperature_c,internal_resistance_mohm,charge_time_min,discharge_time_min,voltage_drop_v,energy_wh,remaining_useful_life,is_end_of_life,alpha,temp_profile
B0007,119,1.81773,2.0,0.90887,17.66,214.84,115.8,84.98,0.4299,6.7256,326,False,0.0008,Room Temp
B0007,120,1.80742,2.0,0.90371,23.9,216.65,118.53,81.92,0.4429,6.6874,325,False,0.0008,Room Temp
B0007,121,1.80915,2.0,0.90457,24.07,215.86,119.24,82.45,0.4367,6.6938,324,False,0.0008,Room Temp
B0007,122,1.81404,2.0,0.90702,24.83,232.22,116.36,81.91,0.4536,6.7119,323,False,0.0008,Room Temp
B0007,123,1.80563,2.0,0.90281,24.2,229.55,116.32,80.78,0.455,6.6808,322,False,0.0008,Room Temp
B0007,124,1.80685,2.0,0.90342,24.59,217.62,120.95,79.98,0.4425,6.6853,321,False,0.0008,Room Temp
B0007,125,1.79951,2.0,0.89976,25.34,229.96,118.15,78.99,0.4624,6.6582,320,False,0.0008,Room Temp
B0007,126,1.79876,2.0,0.89938,23.49,230.14,119.37,80.97,0.4505,6.6554,319,False,0.0008,Room Temp
B0007,127,1.81195,2.0,0.90597,24.04,214.64,119.53,81.49,0.4413,6.7042,318,False,0.0008,Room Temp
B0007,128,1.79657,2.0,0.89829,17.65,220.57,117.82,77.46,0.4314,6.6473,317,False,0.0008,Room Temp
B0007,129,1.82593,2.0,0.91297,23.39,230.32,115.44,77.99,0.4589,6.756,316,False,0.0008,Room Temp
B0007,130,1.80033,2.0,0.90016,23.2,226.47,117.8,80.71,0.4403,6.6612,315,False,0.0008,Room Temp
B0007,131,1.8049,2.0,0.90245,20.1,213.67,119.29,82.23,0.4268,6.6781,314,False,0.0008,Room Temp
B0007,132,1.78841,2.0,0.8942,22.58,226.19,112.04,79.0,0.4589,6.6171,313,False,0.0008,Room Temp
B0007,133,1.80955,2.0,0.90477,23.16,232.58,111.4,82.75,0.4571,6.6953,312,False,0.0008,Room Temp
B0007,134,1.79915,2.0,0.89958,23.5,236.41,114.36,82.22,0.47,6.6569,311,False,0.0008,Room Temp
B0007,135,1.79399,2.0,0.89699,23.63,226.33,116.87,80.6,0.4551,6.6378,310,False,0.0008,Room Temp
B0007,136,1.7945,2.0,0.89725,25.6,238.13,113.77,82.49,0.4644,6.6396,309,False,0.0008,Room Temp
B0007,137,1.79709,2.0,0.89854,25.24,224.13,117.24,79.93,0.4407,6.6492,308,False,0.0008,Room Temp
B0007,138,1.80176,2.0,0.90088,22.69,227.2,117.25,82.45,0.453,6.6665,307,False,0.0008,Room Temp
B0007,139,1.79885,2.0,0.89943,25.06,223.78,115.39,79.82,0.4524,6.6557,306,False,0.0008,Room Temp
B0007,140,1.76709,2.0,0.88354,29.1,242.77,116.95,81.88,0.509,6.5382,305,False,0.0008,Room Temp
B0007,141,1.79362,2.0,0.89681,25.9,237.53,116.48,79.76,0.4668,6.6364,304,False,0.0008,Room Temp
B0007,142,1.77973,2.0,0.88987,21.3,231.58,111.64,80.47,0.4628,6.585,303,False,0.0008,Room Temp
B0007,143,1.78498,2.0,0.89249,22.96,249.93,120.86,77.83,0.5022,6.6044,302,False,0.0008,Room Temp
B0007,144,1.77751,2.0,0.88876,21.97,227.26,117.96,78.63,0.4642,6.5768,301,False,0.0008,Room Temp
B0007,145,1.7889,2.0,0.89445,26.75,236.04,118.26,81.77,0.4673,6.6189,300,False,0.0008,Room Temp
B0007,146,1.77335,2.0,0.88668,27.22,242.6,118.51,78.16,0.473,6.5614,299,False,0.0008,Room Temp
B0007,147,1.77355,2.0,0.88677,23.75,232.58,116.57,76.43,0.454,6.5621,298,False,0.0008,Room Temp
B0007,148,1.78205,2.0,0.89102,25.21,238.29,113.68,78.14,0.4728,6.5936,297,False,0.0008,Room Temp
B0007,149,1.78042,2.0,0.89021,25.86,239.15,113.25,80.65,0.4701,6.5875,296,False,0.0008,Room Temp
B0007,150,1.76969,2.0,0.88485,26.65,247.32,117.02,77.09,0.4967,6.5479,295,False,0.0008,Room Temp
B0007,151,1.78092,2.0,0.89046,23.25,246.45,120.59,83.47,0.496,6.5894,294,False,0.0008,Room Temp
B0007,152,1.7757,2.0,0.88785,26.83,246.83,115.13,79.01,0.496,6.5701,293,False,0.0008,Room Temp
B0007,153,1.75926,2.0,0.87963,23.71,246.94,109.82,82.24,0.5051,6.5093,292,False,0.0008,Room Temp
B0007,154,1.7645,2.0,0.88225,25.09,243.72,120.16,81.37,0.4734,6.5286,291,False,0.0008,Room Temp
B0007,155,1.77146,2.0,0.88573,23.59,242.92,114.39,83.21,0.4962,6.5544,290,False,0.0008,Room Temp
B0007,156,1.75943,2.0,0.87971,21.33,238.47,117.69,79.65,0.4895,6.5099,289,False,0.0008,Room Temp
B0007,157,1.77025,2.0,0.88513,25.94,248.16,112.39,79.27,0.5069,6.5499,288,False,0.0008,Room Temp
B0007,158,1.76211,2.0,0.88106,25.01,244.41,113.34,79.05,0.4919,6.5198,287,False,0.0008,Room Temp
B0007,159,1.75587,2.0,0.87793,23.53,240.14,119.7,78.43,0.4948,6.4967,286,False,0.0008,Room Temp
B0007,160,1.77194,2.0,0.88597,23.84,240.76,110.32,76.79,0.4678,6.5562,285,False,0.0008,Room Temp
B0007,161,1.76933,2.0,0.88466,24.23,248.83,109.88,77.22,0.5065,6.5465,284,False,0.0008,Room Temp
B0007,162,1.75919,2.0,0.87959,23.71,249.67,121.3,78.72,0.5,6.509,283,False,0.0008,Room Temp
B0007,163,1.75703,2.0,0.87851,28.78,243.04,118.41,78.84,0.4918,6.501,282,False,0.0008,Room Temp
B0007,164,1.74883,2.0,0.87441,23.9,251.84,125.57,80.31,0.4952,6.4707,281,False,0.0008,Room Temp
B0007,165,1.74929,2.0,0.87465,23.09,238.93,115.25,80.18,0.4651,6.4724,280,False,0.0008,Room Temp
B0007,166,1.75967,2.0,0.87983,24.98,247.1,115.97,82.38,0.5015,6.5108,279,False,0.0008,Room Temp
B0007,167,1.74995,2.0,0.87498,23.52,250.01,114.71,74.54,0.5204,6.4748,278,False,0.0008,Room Temp
B0007,168,1.74972,2.0,0.87486,24.8,251.47,114.04,78.37,0.4869,6.474,277,False,0.0008,Room Temp
B0018,1,1.99526,2.0,0.99763,40.35,175.58,115.41,85.86,0.3453,7.3825,323,False,0.0011,High Temp
B0018,2,1.98253,2.0,0.99127,38.73,171.38,117.07,86.36,0.3435,7.3354,322,False,0.0011,High Temp
B0018,3,2.00031,2.0,1.00016,34.92,169.0,122.46,91.92,0.3502,7.4012,321,False,0.0011,High Temp
B0018,4,2.00884,2.0,1.00442,38.93,170.87,118.88,90.4,0.3571,7.4327,320,False,0.0011,High Temp
B0018,5,1.97827,2.0,0.98914,37.42,175.99,122.73,88.3,0.3605,7.3196,319,False,0.0011,High Temp
B0018,6,1.98957,2.0,0.99479,44.5,178.57,122.92,94.81,0.3631,7.3614,318,False,0.0011,High Temp
B0018,7,1.98505,2.0,0.99253,42.17,174.17,126.94,89.69,0.3456,7.3447,317,False,0.0011,High Temp
B0018,8,1.97579,2.0,0.9879,43.29,182.29,118.14,90.06,0.3495,7.3104,316,False,0.0011,High Temp
B0018,9,1.98178,2.0,0.99089,41.36,184.77,117.41,86.62,0.3606,7.3326,315,False,0.0011,High Temp
B0018,10,1.96743,2.0,0.98371,44.01,187.76,120.47,90.98,0.3768,7.2795,314,False,0.0011,High Temp
B0018,11,1.97518,2.0,0.98759,39.0,173.05,114.98,89.41,0.3457,7.3082,313,False,0.0011,High Temp
B0018,12,1.97974,2.0,0.98987,40.28,175.92,117.08,89.23,0.3592,7.325,312,False,0.0011,High Temp
B0018,13,1.96246,2.0,0.98123,40.26,178.48,117.28,87.13,0.3593,7.2611,311,False,0.0011,High Temp
B0018,14,1.96037,2.0,0.98018,41.05,174.38,122.59,92.89,0.3402,7.2534,310,False,0.0011,High Temp
B0018,15,1.97154,2.0,0.98577,37.82,180.79,115.78,89.68,0.3528,7.2947,309,False,0.0011,High Temp
B0018,16,1.96345,2.0,0.98173,36.91,179.2,116.94,89.46,0.355,7.2648,308,False,0.0011,High Temp
B0018,17,1.96203,2.0,0.98102,40.44,176.12,120.06,91.35,0.3445,7.2595,307,False,0.0011,High Temp
B0018,18,1.97016,2.0,0.98508,44.49,181.31,115.19,89.26,0.3572,7.2896,306,False,0.0011,High Temp
B0018,19,1.97358,2.0,0.98679,40.1,176.71,116.16,90.99,0.3477,7.3023,305,False,0.0011,High Temp
B0018,20,1.95683,2.0,0.97842,42.87,182.22,119.21,88.02,0.3713,7.2403,304,False,0.0011,High Temp
B0018,21,1.95906,2.0,0.97953,39.34,181.33,118.27,85.2,0.3652,7.2485,303,False,0.0011,High Temp
B0018,22,1.96732,2.0,0.98366,37.35,175.35,116.9,89.98,0.3552,7.2791,302,False,0.0011,High Temp
B0018,23,1.94877,2.0,0.97438,37.25,180.16,114.54,87.98,0.369,7.2104,301,False,0.0011,High Temp
B0018,24,1.93788,2.0,0.96894,35.4,185.98,117.23,89.48,0.3704,7.1702,300,False,0.0011,High Temp
B0018,25,1.94445,2.0,0.97223,41.32,181.36,119.56,86.74,0.3495,7.1945,299,False,0.0011,High Temp
B0018,26,1.94631,2.0,0.97316,39.21,183.07,115.56,90.77,0.3749,7.2013,298,False,0.0011,High Temp
B0018,27,1.94919,2.0,0.97459,39.08,175.65,125.1,87.59,0.3438,7.212,297,False,0.0011,High Temp
B0018,28,1.94267,2.0,0.97134,43.5,190.09,122.98,89.59,0.3694,7.1879,296,False,0.0011,High Temp
B0018,29,1.93182,2.0,0.96591,42.87,176.48,118.53,84.07,0.3482,7.1477,295,False,0.0011,High Temp
B0018,30,1.93269,2.0,0.96634,38.93,183.15,115.7,91.55,0.385,7.1509,294,False,0.0011,High Temp
B0018,31,1.92365,2.0,0.96183,44.75,191.5,119.24,86.44,0.3764,7.1175,293,False,0.0011,High Temp
B0018,32,1.9387,2.0,0.96935,40.38,186.47,115.17,85.45,0.3565,7.1732,292,False,0.0011,High Temp
B0018,33,1.9288,2.0,0.9644,36.41,183.36,123.04,89.19,0.3664,7.1366,291,False,0.0011,High Temp
B0018,34,1.92588,2.0,0.96294,45.64,198.97,117.9,83.81,0.4019,7.1258,290,False,0.0011,High Temp
B0018,35,1.9311,2.0,0.96555,38.11,189.38,117.88,86.53,0.3539,7.1451,289,False,0.0011,High Temp
B0018,36,1.92057,2.0,0.96029,42.91,191.13,118.97,84.91,0.3859,7.1061,288,False,0.0011,High Temp
B0018,37,1.9185,2.0,0.95925,37.18,194.68,121.56,85.12,0.3943,7.0985,287,False,0.0011,High Temp
B0018,38,1.92242,2.0,0.96121,41.93,185.84,121.86,85.37,0.3681,7.113,286,False,0.0011,High Temp
B0018,39,1.93712,2.0,0.96856,40.91,191.76,112.44,89.95,0.3701,7.1673,285,False,0.0011,High Temp
B0018,40,1.90588,2.0,0.95294,39.01,199.09,120.91,85.45,0.4013,7.0518,284,False,0.0011,High Temp
B0018,41,1.907,2.0,0.9535,40.42,194.67,121.51,87.75,0.3943,7.0559,283,False,0.0011,High Temp
B0018,42,1.9068,2.0,0.9534,42.23,196.61,115.36,85.0,0.3941,7.0552,282,False,0.0011,High Temp
B0018,43,1.91488,2.0,0.95744,39.45,188.29,118.89,86.4,0.3784,7.0851,281,False,0.0011,High Temp
B0018,44,1.91286,2.0,0.95643,43.06,196.3,116.84,84.0,0.3996,7.0776,280,False,0.0011,High Temp
B0018,45,1.915,2.0,0.9575,39.05,193.86,123.13,87.19,0.3921,7.0855,279,False,0.0011,High Temp
B0018,46,1.89179,2.0,0.9459,42.04,194.6,114.97,84.44,0.3833,6.9996,278,False,0.0011,High Temp
B0018,47,1.89745,2.0,0.94873,35.68,197.01,121.84,81.49,0.4038,7.0206,277,False,0.0011,High Temp
B0018,48,1.89066,2.0,0.94533,42.57,200.74,118.45,84.71,0.4136,6.9954,276,False,0.0011,High Temp
B0018,49,1.88514,2.0,0.94257,41.82,206.29,120.43,89.48,0.4073,6.975,275,False,0.0011,High Temp
B0018,50,1.90063,2.0,0.95031,39.68,204.99,118.49,84.75,0.423,7.0323,274,False,0.0011,High Temp
B0018,51,1.88696,2.0,0.94348,35.76,192.13,120.16,87.7,0.3854,6.9817,273,False,0.0011,High Temp
B0018,52,1.89936,2.0,0.94968,35.93,193.29,117.62,85.24,0.3874,7.0276,272,False,0.0011,High Temp
B0018,53,1.89226,2.0,0.94613,38.67,200.09,118.25,83.3,0.3991,7.0014,271,False,0.0011,High Temp
B0018,54,1.88351,2.0,0.94176,39.5,201.16,118.48,83.89,0.4151,6.969,270,False,0.0011,High Temp
B0018,55,1.87323,2.0,0.93662,37.84,213.5,114.98,81.59,0.4344,6.931,269,False,0.0011,High Temp
B0018,56,1.8639,2.0,0.93195,39.29,212.68,113.32,79.91,0.4104,6.8964,268,False,0.0011,High Temp
B0018,57,1.88564,2.0,0.94282,43.37,204.89,120.33,87.63,0.4276,6.9769,267,False,0.0011,High Temp
B0018,58,1.87441,2.0,0.93721,33.1,191.61,116.84,83.83,0.3813,6.9353,266,False,0.0011,High Temp
B0018,59,1.88327,2.0,0.94164,43.82,208.33,121.54,85.46,0.4173,6.9681,265,False,0.0011,High Temp
B0018,60,1.87951,2.0,0.93976,40.22,215.75,113.88,83.55,0.4302,6.9542,264,False,0.0011,High Temp
B0018,61,1.87372,2.0,0.93686,43.8,210.24,113.84,86.0,0.428,6.9328,263,False,0.0011,High Temp
B0018,62,1.85261,2.0,0.92631,39.99,198.44,115.8,81.56,0.405,6.8547,262,False,0.0011,High Temp
B0018,63,1.86703,2.0,0.93351,36.14,206.77,113.7,84.68,0.4054,6.908,261,False,0.0011,High Temp
B0018,64,1.86112,2.0,0.93056,41.51,212.02,121.93,83.59,0.4271,6.8861,260,False,0.0011,High Temp
B0018,65,1.85849,2.0,0.92925,40.55,211.05,117.58,80.02,0.4254,6.8764,259,False,0.0011,High Temp
B0018,66,1.86286,2.0,0.93143,37.96,199.93,122.37,84.81,0.3976,6.8926,258,False,0.0011,High Temp
B0018,67,1.8488,2.0,0.9244,37.53,212.95,118.15,82.1,0.431,6.8406,257,False,0.0011,High Temp
B0018,68,1.84934,2.0,0.92467,44.5,222.17,116.34,81.96,0.4182,6.8426,256,False,0.0011,High Temp
B0018,69,1.84197,2.0,0.92098,35.98,206.45,116.65,80.2,0.4101,6.8153,255,False,0.0011,High Temp
B0018,70,1.85582,2.0,0.92791,41.58,203.6,117.45,80.75,0.4162,6.8665,254,False,0.0011,High Temp
B0018,71,1.85602,2.0,0.92801,37.31,204.74,116.46,79.02,0.4128,6.8673,253,False,0.0011,High Temp
B0018,72,1.84553,2.0,0.92276,42.91,210.4,115.83,80.04,0.4108,6.8285,252,False,0.0011,High Temp
B0018,73,1.83622,2.0,0.91811,42.99,213.09,117.92,81.87,0.4135,6.794,251,False,0.0011,High Temp
B0018,74,1.8423,2.0,0.92115,41.8,209.72,120.06,81.2,0.4146,6.8165,250,False,0.0011,High Temp
B0018,75,1.84587,2.0,0.92293,38.01,212.0,116.74,83.32,0.4002,6.8297,249,False,0.0011,High Temp
B0018,76,1.82496,2.0,0.91248,41.85,222.2,114.64,81.64,0.4474,6.7524,248,False,0.0011,High Temp
B0018,77,1.84312,2.0,0.92156,33.92,203.67,116.65,84.35,0.4323,6.8195,247,False,0.0011,High Temp
B0018,78,1.83373,2.0,0.91687,35.78,212.95,121.47,82.73,0.4168,6.7848,246,False,0.0011,High Temp
B0018,79,1.8412,2.0,0.9206,41.99,213.86,118.76,84.85,0.4395,6.8124,245,False,0.0011,High Temp
B0018,80,1.83099,2.0,0.9155,38.93,222.05,113.83,83.27,0.4304,6.7747,244,False,0.0011,High Temp
B0018,81,1.83803,2.0,0.91902,39.23,223.21,119.04,80.26,0.4607,6.8007,243,False,0.0011,High Temp
B0018,82,1.83991,2.0,0.91995,42.65,217.77,116.68,83.09,0.4285,6.8077,242,False,0.0011,High Temp
B0018,83,1.83903,2.0,0.91951,40.43,206.0,118.6,82.06,0.4113,6.8044,241,False,0.0011,High Temp
B0018,84,1.82053,2.0,0.91027,42.42,228.1,118.16,81.25,0.4558,6.736,240,False,0.0011,High Temp
B0018,85,1.82163,2.0,0.91082,37.59,220.21,118.7,85.05,0.453,6.74,239,False,0.0011,High Temp
B0018,86,1.81399,2.0,0.90699,42.46,219.0,119.3,80.6,0.4278,6.7118,238,False,0.0011,High Temp
B0018,87,1.81971,2.0,0.90986,31.98,203.02,116.76,82.05,0.4023,6.7329,237,False,0.0011,High Temp
B0018,88,1.80284,2.0,0.90142,37.55,221.01,118.79,81.1,0.4536,6.6705,236,False,0.0011,High Temp
B0018,89,1.81666,2.0,0.90833,37.76,218.51,113.04,81.53,0.4481,6.7216,235,False,0.0011,High Temp
B0018,90,1.81697,2.0,0.90848,44.21,226.73,121.29,81.38,0.4682,6.7228,234,False,0.0011,High Temp
B0018,91,1.80932,2.0,0.90466,42.12,233.72,116.56,81.86,0.4803,6.6945,233,False,0.0011,High Temp
B0018,92,1.80644,2.0,0.90322,36.04,230.36,115.69,81.61,0.4723,6.6838,232,False,0.0011,High Temp
B0018,93,1.80065,2.0,0.90032,36.98,222.64,111.63,80.45,0.4477,6.6624,231,False,0.0011,High Temp
B0018,94,1.80137,2.0,0.90069,35.37,228.01,117.33,83.92,0.4534,6.6651,230,False,0.0011,High Temp
B0018,95,1.79451,2.0,0.89725,40.81,226.09,113.38,83.69,0.446,6.6397,229,False,0.0011,High Temp
B0018,96,1.78485,2.0,0.89242,43.98,229.06,114.95,76.79,0.4755,6.6039,228,False,0.0011,High Temp
B0018,97,1.78727,2.0,0.89364,40.18,232.17,118.07,80.31,0.4473,6.6129,227,False,0.0011,High Temp
B0018,98,1.78914,2.0,0.89457,40.56,224.74,117.45,81.87,0.4591,6.6198,226,False,0.0011,High Temp
B0018,99,1.78383,2.0,0.89192,46.59,240.35,116.75,82.45,0.5043,6.6002,225,False,0.0011,High Temp
B0018,100,1.78016,2.0,0.89008,39.32,216.5,117.28,80.84,0.4326,6.5866,224,False,0.0011,High Temp
B0018,101,1.78446,2.0,0.89223,33.85,224.29,121.13,79.12,0.453,6.6025,223,False,0.0011,High Temp
B0018,102,1.77519,2.0,0.88759,41.37,230.08,114.34,78.36,0.4562,6.5682,222,False,0.0011,High Temp
B0018,103,1.78882,2.0,0.89441,36.06,224.29,116.71,78.3,0.4665,6.6187,221,False,0.0011,High Temp
B0018,104,1.77697,2.0,0.88849,37.99,224.3,122.05,81.07,0.4392,6.5748,220,False,0.0011,High Temp
B0018,105,1.79069,2.0,0.89535,40.6,234.21,115.83,79.08,0.4718,6.6256,219,False,0.0011,High Temp
B0018,106,1.77552,2.0,0.88776,45.45,232.99,121.24,79.68,0.469,6.5694,218,False,0.0011,High Temp
B0018,107,1.78459,2.0,0.8923,38.11,235.45,108.65,78.87,0.4617,6.603,217,False,0.0011,High Temp
B0018,108,1.76594,2.0,0.88297,39.36,235.15,118.6,79.95,0.4637,6.534,216,False,0.0011,High Temp
B0018,109,1.77697,2.0,0.88849,40.37,239.73,118.99,80.02,0.4705,6.5748,215,False,0.0011,High Temp
B0018,110,1.76684,2.0,0.88342,38.35,231.64,117.31,80.94,0.4628,6.5373,214,False,0.0011,High Temp
B0018,111,1.77025,2.0,0.88512,40.43,233.74,113.78,76.15,0.4605,6.5499,213,False,0.0011,High Temp
B0018,112,1.77196,2.0,0.88598,37.89,232.68,117.98,80.78,0.4546,6.5562,212,False,0.0011,High Temp
B0018,113,1.77421,2.0,0.8871,43.38,235.41,114.14,82.22,0.4693,6.5646,211,False,0.0011,High Temp
B0018,114,1.74653,2.0,0.87326,35.8,231.31,112.71,77.77,0.463,6.4622,210,False,0.0011,High Temp
B0018,115,1.77405,2.0,0.88702,39.13,242.52,120.9,82.7,0.4879,6.564,209,False,0.0011,High Temp
B0018,116,1.7447,2.0,0.87235,41.38,245.7,115.93,82.0,0.5,6.4554,208,False,0.0011,High Temp
B0018,117,1.76302,2.0,0.88151,43.26,244.98,108.97,78.34,0.5019,6.5232,207,False,0.0011,High Temp
B0018,118,1.75008,2.0,0.87504,39.33,233.97,121.6,82.12,0.4591,6.4753,206,False,0.0011,High Temp
B0018,119,1.75579,2.0,0.87789,37.96,241.22,117.87,80.63,0.4858,6.4964,205,False,0.0011,High Temp
B0018,120,1.77617,2.0,0.88808,36.92,228.95,115.46,76.79,0.443,6.5718,204,False,0.0011,High Temp
B0018,121,1.74274,2.0,0.87137,37.23,233.71,117.7,77.41,0.4656,6.4482,203,False,0.0011,High Temp
B0018,122,1.75598,2.0,0.87799,37.7,238.32,117.44,75.14,0.4528,6.4971,202,False,0.0011,High Temp
B0018,123,1.74968,2.0,0.87484,41.48,255.09,116.72,80.37,0.5082,6.4738,201,False,0.0011,High Temp
B0018,124,1.74736,2.0,0.87368,45.0,238.98,117.45,82.9,0.4808,6.4653,200,False,0.0011,High Temp
B0018,125,1.75627,2.0,0.87814,38.11,241.77,116.44,74.6,0.4719,6.4982,199,False,0.0011,High Temp
B0018,126,1.73238,2.0,0.86619,42.47,252.12,116.96,79.61,0.5026,6.4098,198,False,0.0011,High Temp
B0018,127,1.74885,2.0,0.87443,40.03,245.72,115.44,80.07,0.4872,6.4708,197,False,0.0011,High Temp
B0018,128,1.74514,2.0,0.87257,36.6,236.43,118.24,78.35,0.4683,6.457,196,False,0.0011,High Temp
B0018,129,1.74254,2.0,0.87127,38.18,243.41,120.34,81.49,0.5025,6.4474,195,False,0.0011,High Temp
B0018,130,1.73125,2.0,0.86563,43.69,246.89,113.25,73.21,0.5105,6.4056,194,False,0.0011,High Temp
B0018,131,1.72469,2.0,0.86235,39.62,242.79,117.96,76.86,0.4725,6.3814,193,False,0.0011,High Temp
B0018,132,1.73323,2.0,0.86662,35.7,239.05,109.68,75.15,0.4799,6.413,192,False,0.0011,High Temp
